,Session Reference,Log Record Identifier,Language,Frequency,Operating Mode,Antenna Mode,Accessory Mode,GPS Mode,RTC Time Updated,spare bit,BT Mode,BT ASCII Format,BLE Mode,BLE ASCII Format,Battery Type,Volume Setting,Tx O/P Setting,Power Mode,Sonde/Line,LR Arrows Type,Depth Units,Tx Status,Compass Enabled,Strike Alert Enabled,Swing Alert Enabled,Side Step Enabled,Auto Timeout Enabled,Spray Wand Enabled,Cal Safe Enabled,Vibration f/back Enabled,Marker Type,Utility type,Utility Owner,RTC Update Info,SM_Log_Event,spare,Rx Ticketing Reference Number,Bargraph 1,Bargraph 2,Bargraph 3,Bargraph 4,Bargraph 5,Bargraph 6,Bargraph 7,Bargraph 8,Bargraph 9,Bargraph 10,Bargraph 11,Bargraph 12,Bargraph 13,Bargraph 14,Bargraph 15,Bargraph 16,Bargraph 17,Bargraph 18,Bargraph 19,Bargraph 20,Bargraph 21,Bargraph 22,Bargraph 23,Bargraph 24,Bargraph 25,Compass Enabled.1,CD Arrows,ACVG/FF Arrows,Compass Enabled.2,CD Arrows.1,ACVG/FF Arrows.1,Compass Enabled.3,CD Arrows.2,ACVG/FF Arrows.2,Compass Enabled.4,CD Arrows.3,ACVG/FF Arrows.3,Compass Enabled.5,CD Arrows.4,ACVG/FF Arrows.4,comp_disp 1,comp_disp 2,comp_disp 3,comp_disp 4,comp_disp 5,Swing Warning,Strike Alert,Overload Warning,F1 audio active,F2 audio active,Power audio active,Radio audio active,spare bit.1,Swing Warning.1,Strike Alert.1,Overload Warning.1,F1 audio active.1,F2 audio active.1,Power audio active.1,Radio audio active.1,spare bit.2,Swing Warning.2,Strike Alert.2,Overload Warning.2,F1 audio active.2,F2 audio active.2,Power audio active.2,Radio audio active.2,spare bit.3,Swing Warning.3,Strike Alert.3,Overload Warning.3,F1 audio active.3,F2 audio active.3,Power audio active.3,Radio audio active.3,spare bit.4,Swing Warning.4,Strike Alert.4,Overload Warning.4,F1 audio active.4,F2 audio active.4,Power audio active.4,Radio audio active.4,spare bit.5,Displayed Signal Strength 1,Displayed Signal Strength 2,Displayed Signal Strength 3,Displayed Signal Strength 4,Displayed Signal Strength 5,Tilt Blade angle 1,Tilt Blade angle 2,Tilt Blade angle 3,Tilt Blade angle 4,Tilt Blade angle 5,Tilt_Paddle angle 1,Tilt_Paddle angle 2,Tilt_Paddle angle 3,Tilt_Paddle angle 4,Tilt_Paddle angle 5,Depth,Current,Gain,F1 Signal Strength,F2 Signal Strength,Powersignal strength,Radio signal strength,Antenna Compass,CD Phase,ACVG/FF Phase,ACVG/FF Signal Strength,Dynamic Overload Protection,Spray Wand,GPS Reference point,spare bits,Magnetic Compass,Key Button Event,Battery Level,Temperature,Main Battery Volts,RTC Battery Volts,Ecert,Self Test,CD Reset,Cal Safe,Peak Detect,PCMx Peak Detect,MRX Peak Detect,spare bit.6,GPS Fix,Number of Sats,Altitude,HDOP,Latitude,Longitude,Rx Date,Rx Time,GPS Heading (in degrees),GPS Ground Speed,,,,,,,,
29,3,121028,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,9,13,18,14,12,26,21,17,14,11,11,17,16,15,12,10,13,12,9,7,14,12,10,8,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,90,96,100,57,91,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,196,166,209,209,146,-8,-1,2,1,-3,-3,-6,-3,-2,-5,0,0,140,0.117331,0,0,0,91,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.4191375,-2.583525667,1/17/2023,11:30:04,0,0,,,,,,,,
30,3,121029,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,8,6,6,4,16,14,13,15,20,17,14,19,17,14,11,10,20,17,23,21,16,13,10,8,9,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,73,13,70,97,92,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,146,119,202,202,204,0,-6,-1,0,1,-3,1,-3,-2,2,0,0,140,0.110468,0,0,0,92,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41913667,-2.5835235,1/17/2023,11:30:05,0,0,,,,,,,,
31,3,121030,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,11,10,9,7,6,4,5,9,17,21,16,15,12,10,8,7,9,9,8,6,5,4,3,5,6,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,105,110,89,86,84,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,204,108,157,157,89,3,6,-4,-8,-5,-5,-6,-1,2,2,0,0,140,0.0675808,0,0,0,84,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41913133,-2.583524333,1/17/2023,11:30:06,0,0,,,,,,,,
32,3,121031,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,7,5,4,10,8,12,11,17,13,21,24,20,16,13,11,10,10,8,7,19,15,14,14,11,8,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,99,103,102,100,86,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,89,78,217,217,153,1,-2,3,3,2,-6,-4,-2,-1,-1,0,0,140,0.103909,0,0,0,86,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41912767,-2.583526167,1/17/2023,11:30:07,0,0,,,,,,,,
33,3,121032,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,11,9,20,16,12,10,16,14,13,10,9,14,11,18,16,13,12,10,19,17,14,11,9,8,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,107,91,79,62,77,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,153,160,150,150,187,-1,0,-5,1,2,-1,-3,10,-7,-10,0,0,140,0.109267,0,0,0,77,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.41912667,-2.5835255,1/17/2023,11:30:08,0,0,,,,,,,,
34,3,121033,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,8,21,18,15,13,13,11,20,17,13,12,16,15,13,10,8,13,17,14,11,17,21,17,14,13,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,98,102,95,101,79,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,187,162,178,178,170,0,2,-4,-4,-3,-3,-3,-4,0,-6,0,0,140,0.158746,0,0,0,79,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,53,1,51.4191255,-2.5835275,1/17/2023,11:30:09,0,0,,,,,,,,
35,3,121034,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,11,16,13,11,31,27,21,23,22,19,16,13,16,13,11,10,15,27,35,30,25,20,16,19,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,64,167,170,1,6,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,170,195,250,250,268,1,0,-4,2,5,0,2,-1,-7,-9,0,0,140,0.2036,0,0,0,6,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41912383,-2.5835295,1/17/2023,11:30:10,0,0,,,,,,,,
36,3,121035,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,13,13,18,15,29,26,22,17,15,14,11,12,10,15,21,19,15,14,11,17,15,12,11,21,21,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,7,117,120,129,15,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,215,215,204,204,203,7,-7,-6,-5,-3,-5,0,3,0,-6,0,0,140,0.254519,0,0,0,15,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41912117,-2.583526833,1/17/2023,11:30:11,0,0,,,,,,,,
37,3,121036,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,17,15,24,20,18,15,13,10,9,9,7,10,12,13,10,11,13,14,16,14,12,9,12,11,9,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,12,17,66,88,95,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,232,232,138,138,164,5,2,2,-1,-1,-2,0,-3,-2,-5,0,0,140,0.109946,0,0,0,95,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41911533,-2.583522667,1/17/2023,11:30:12,0,0,,,,,,,,
38,3,121037,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,17,14,15,13,26,21,18,15,12,12,20,19,21,19,16,15,13,10,19,26,22,18,14,19,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,99,62,96,52,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,164,164,226,226,217,-2,-4,4,-1,-5,-1,-2,-3,-5,6,0,0,140,0.233378,0,0,0,0,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41911083,-2.583520333,1/17/2023,11:30:13,0,0,,,,,,,,
39,3,121038,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,15,11,29,27,23,18,16,15,13,11,15,15,12,15,12,13,20,26,27,28,23,24,25,20,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,161,157,16,51,2,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,227,227,214,214,235,0,-1,2,-2,4,0,-3,-8,-4,-3,0,0,140,0.259352,0,0,0,2,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,52,1,51.41910833,-2.583510833,1/17/2023,11:30:14,0,0,,,,,,,,
40,3,121039,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,15,26,26,37,32,30,25,22,18,17,14,13,11,10,21,17,13,11,9,7,9,13,11,20,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,11,85,90,122,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,287,287,307,307,158,1,-2,0,9,1,-3,-7,-2,-6,-7,0,0,140,0.24593,0,0,0,122,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.4191075,-2.58351,1/17/2023,11:30:15,0,0,,,,,,,,
41,3,121040,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,17,15,13,13,22,18,19,16,14,11,12,13,22,22,18,15,13,18,14,17,15,15,17,16,13,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,92,89,49,65,103,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,164,164,194,194,215,3,-1,4,2,0,-3,-2,2,0,-4,0,0,140,0.159615,0,0,0,103,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.41910233,-2.583503833,1/17/2023,11:30:16,0,0,,,,,,,,
42,3,121041,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,11,9,10,8,9,7,15,13,11,9,8,7,12,24,23,19,16,16,16,17,14,11,9,7,27,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,90,106,89,83,72,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,159,159,124,124,227,3,4,7,0,-3,-4,-10,-1,-3,-2,0,0,140,0.35008,0,0,0,72,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,9,51,1,51.419098,-2.583498667,1/17/2023,11:30:17,0,0,,,,,,,,
43,3,121042,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,25,20,27,27,23,18,14,13,10,24,24,20,24,36,36,28,24,19,17,15,12,10,8,10,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,125,96,37,52,69,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,227,227,235,235,309,10,-11,-4,0,-1,-5,3,1,-5,-2,0,0,140,0.207401,0,0,0,69,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,52,1,51.419098,-2.583497333,1/17/2023,11:30:18,0,0,,,,,,,,
44,3,121043,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,11,11,13,12,10,20,17,14,11,9,7,5,12,20,19,15,12,22,19,18,27,35,28,22,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,82,100,96,58,12,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,141,141,159,159,189,1,4,2,1,0,0,-1,-1,-1,-1,0,0,140,0.268973,0,0,0,12,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,52,1,51.41909583,-2.583491667,1/17/2023,11:30:19,0,0,,,,,,,,
45,3,121044,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,19,18,17,25,21,27,23,24,21,17,17,26,20,19,15,17,15,14,11,12,11,9,8,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,172,47,62,104,80,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,293,293,280,280,222,-4,7,0,-3,0,-1,2,-2,-2,5,0,0,140,0.197155,0,0,0,80,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,52,1,51.41909067,-2.58349,1/17/2023,11:30:20,0,0,,,,,,,,
46,3,121045,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,13,33,28,23,19,17,21,24,19,15,12,19,16,14,11,11,11,10,8,18,14,11,18,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,73,51,69,93,81,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,188,188,261,158,158,1,2,0,1,-1,1,0,-4,-6,0,0,0,140,0.185078,0,0,0,81,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,52,1,51.41908883,-2.583488333,1/17/2023,11:30:21,0,0,,,,,,,,
47,3,121046,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,12,15,14,12,26,20,17,13,11,9,7,16,23,18,16,13,11,14,15,13,13,11,10,13,10,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,53,94,71,82,90,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,173,173,180,198,198,3,-3,2,0,-2,0,1,-3,-2,2,0,0,140,0.126614,0,0,0,90,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,18,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,52,1,51.41908633,-2.5834855,1/17/2023,11:30:22,0,0,,,,,,,,
